"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1546","DEK","ENSG00000124795","1546.1.1","ENSSSCG00000001075","ENSSSCG00000001075","DEK proto-onco [Source:VGNC Symbol;Acc:VGNC:103934]"
"1546","DEK","ENSG00000124795","1546.1.2","ENSSSCG00000031596","ENSSSCG00000031596",""
"1547","PAXBP1","ENSG00000159086","1547.1.1","PAXBP1","ENSSSCG00000012037","PAX3 and PAX7 binding protein 1 [Source:VGNC Symbol;Acc:VGNC:91197]"
"1548","PPP2R5A","ENSG00000066027","1548.1.1","PPP2R5A","ENSSSCG00000015599","protein phosphatase 2 regulatory subunit B'alpha [Source:NCBI gene (formerly Entrezgene);Acc:100101925]"
"1549","ATP8B4","ENSG00000104043","1549.1.1","ATP8B4","ENSSSCG00000004646","ATPase phospholipid transporting 8B4 (putative) [Source:VGNC Symbol;Acc:VGNC:103036]"
"1550","METTL21A","ENSG00000144401","1550.1.1","METTL21A","ENSSSCG00000036466","methyltransferase 21A, HSPA lysine [Source:VGNC Symbol;Acc:VGNC:96242]"
"1551","DISC1","ENSG00000162946","1551.1.1","DISC1","ENSSSCG00000010170","DISC1 scaffold protein [Source:VGNC Symbol;Acc:VGNC:87317]"
"1552","SSR1","ENSG00000124783","1552.1.1","SSR1","ENSSSCG00000001022","signal sequence receptor subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:100152689]"
"1553","VWA5A","ENSG00000110002","1553.1.1","VWA5A","ENSSSCG00000015175","von Willebrand factor A domain containing 5A [Source:VGNC Symbol;Acc:VGNC:94884]"
"1554","NR4A3","ENSG00000119508","1554.1.1","NR4A3","ENSSSCG00000005385","nuclear receptor subfamily 4 group A member 3 [Source:VGNC Symbol;Acc:VGNC:90885]"
"1555","TIMP2","ENSG00000035862","1555.1.1","ENSSSCG00000017164","ENSSSCG00000017164","TIMP metallopeptidase inhibitor 2 [Source:VGNC Symbol;Acc:VGNC:93995]"
"1556","UBL3","ENSG00000122042","1556.1.1","ENSSSCG00000035992","ENSSSCG00000035992","ubiquitin like 3 [Source:VGNC Symbol;Acc:VGNC:94660]"
"1557","MLKL","ENSG00000168404","1557.1.1","MLKL","ENSSSCG00000002716","mixed lineage kinase domain like pseudokinase [Source:VGNC Symbol;Acc:VGNC:90254]"
"1558","RASSF1","ENSG00000068028","1558.1.1","RASSF1","ENSSSCG00000011407","Ras association domain family member 1 [Source:VGNC Symbol;Acc:VGNC:92122]"
"1559","ZNF638","ENSG00000075292","1559.1.1","ZNF638","ENSSSCG00000022708","zinc finger protein 638 [Source:VGNC Symbol;Acc:VGNC:95281]"
"1560","ZBTB14","ENSG00000198081","1560.1.1","ZBTB14","ENSSSCG00000033032","zinc finger and BTB domain containing 14 [Source:VGNC Symbol;Acc:VGNC:95061]"
"1561","DPH5","ENSG00000117543","1561.1.1","DPH5","ENSSSCG00000061017","diphthamide biosynthesis 5 [Source:NCBI gene (formerly Entrezgene);Acc:100157715]"
"1562","GORAB","ENSG00000120370","1562.1.1","GORAB","ENSSSCG00000006280","golgin, RAB6 interacting [Source:VGNC Symbol;Acc:VGNC:88558]"
"1563","FERMT3","ENSG00000149781","1563.1.1","FERMT3","ENSSSCG00000013041","FERM domain containing kindlin 3 [Source:VGNC Symbol;Acc:VGNC:88089]"
"1564","LHFPL2","ENSG00000145685","1564.1.1","LHFPL2","ENSSSCG00000028536","LHFPL tetraspan subfamily member 2 [Source:VGNC Symbol;Acc:VGNC:89705]"
"1565","TRAFD1","ENSG00000135148","1565.1.1","TRAFD1","ENSSSCG00000009886","TRAF-type zinc finger domain containing 1 [Source:VGNC Symbol;Acc:VGNC:94367]"
"1566","NFYC","ENSG00000066136","1566.1.1","NFYC","ENSSSCG00000003976","nuclear transcription factor Y subunit gamma [Source:VGNC Symbol;Acc:VGNC:90731]"
"1567","SLC7A5","ENSG00000103257","1567.1.1","SLC7A5","ENSSSCG00000032996","solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]"
"1568","HOMER1","ENSG00000152413","1568.1.1","HOMER1","ENSSSCG00000014113","homer scaffold protein 1 [Source:VGNC Symbol;Acc:VGNC:88928]"
"1569","CALCRL","ENSG00000064989","1569.1.1","CALCRL","ENSSSCG00000016031","calcitonin receptor like receptor [Source:VGNC Symbol;Acc:VGNC:109487]"
"1570","TLNRD1","ENSG00000140406","1570.1.1","TLNRD1","ENSSSCG00000037209","talin rod domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:100152002]"
"1571","ITPRID2","ENSG00000138434","1571.1.1","ITPRID2","ENSSSCG00000038730","ITPR interacting domain containing 2 [Source:VGNC Symbol;Acc:VGNC:95518]"
"1572","PTK2B","ENSG00000120899","1572.1.1","PTK2B","ENSSSCG00000009664","protein tyrosine kinase 2 beta [Source:VGNC Symbol;Acc:VGNC:91964]"
"1573","TMED7","ENSG00000134970","1573.1.1","TMED7","ENSSSCG00000038156","transmembrane p24 trafficking protein 7 [Source:NCBI gene (formerly Entrezgene);Acc:100522183]"
"1574","TBC1D14","ENSG00000132405","1574.1.1","ENSSSCG00000027349","ENSSSCG00000027349",""
"1574","TBC1D14","ENSG00000132405","1574.1.2","ENSSSCG00000032894","ENSSSCG00000032894",""
"1575","ATF4","ENSG00000128272","1575.1.1","ATF4","ENSSSCG00000059058","activating transcription factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:100144302]"
"1576","SAP30","ENSG00000164105","1576.1.1","SAP30","ENSSSCG00000030118","Sin3A associated protein 30 [Source:VGNC Symbol;Acc:VGNC:92575]"
"1577","NEK7","ENSG00000151414","1577.1.1","NEK7","ENSSSCG00000010904","NIMA related kinase 7 [Source:VGNC Symbol;Acc:VGNC:98152]"
"1578","RNF41","ENSG00000181852","1578.1.1","RNF41","ENSSSCG00000000383","ring finger protein 41 [Source:VGNC Symbol;Acc:VGNC:92394]"
"1579","RPF1","ENSG00000117133","1579.1.1","RPF1","ENSSSCG00000022145","ribosome production factor 1 homolog [Source:VGNC Symbol;Acc:VGNC:92421]"
"1580","NFKBIA","ENSG00000100906","1580.1.1","NFKBIA","ENSSSCG00000001952","NFKB inhibitor alpha [Source:NCBI gene (formerly Entrezgene);Acc:406188]"
"1581","CLCN3","ENSG00000109572","1581.1.1","CLCN3","ENSSSCG00000009713","chloride voltage-gated channel 3 [Source:VGNC Symbol;Acc:VGNC:86727]"
"1582","PLXNC1","ENSG00000136040","1582.1.1","PLXNC1","ENSSSCG00000000907","plexin C1 [Source:VGNC Symbol;Acc:VGNC:91584]"
"1583","PITPNC1","ENSG00000154217","1583.1.1","PITPNC1","ENSSSCG00000017274","phosphatidylinositol transfer protein cytoplasmic 1 [Source:NCBI gene (formerly Entrezgene);Acc:100233199]"
"1584","ITGA5","ENSG00000161638","1584.1.1","ITGA5","ENSSSCG00000000293","integrin subunit alpha 5 [Source:VGNC Symbol;Acc:VGNC:89236]"
"1585","SCAF8","ENSG00000213079","1585.1.1","SCAF8","ENSSSCG00000004070","SR-related CTD associated factor 8 [Source:VGNC Symbol;Acc:VGNC:92604]"
"1586","HNRNPAB","ENSG00000197451","1586.1.1","ENSSSCG00000001932","ENSSSCG00000001932",""
"1586","HNRNPAB","ENSG00000197451","1586.1.2","ENSSSCG00000014031","ENSSSCG00000014031","heteroous nuclear ribonucleoprotein A/B [Source:NCBI gene (formerly Entrezgene);Acc:100127170]"
"1587","TNRC6B","ENSG00000100354","1587.1.1","TNRC6B","ENSSSCG00000000078","trinucleotide repeat containing adaptor 6B [Source:VGNC Symbol;Acc:VGNC:94293]"
"1588","BSCL2","ENSG00000168000","1588.1.1","BSCL2","ENSSSCG00000020823","BSCL2 lipid droplet biosis associated, seipin [Source:VGNC Symbol;Acc:VGNC:85891]"
"1589","NEDD4L","ENSG00000049759","1589.1.1","NEDD4L","ENSSSCG00000004919","NEDD4 like E3 ubiquitin protein ligase [Source:VGNC Symbol;Acc:VGNC:90667]"
"1590","MGRN1","ENSG00000102858","1590.1.1","MGRN1","ENSSSCG00000007930","mahogunin ring finger 1 [Source:VGNC Symbol;Acc:VGNC:90202]"
"1591","THBD","ENSG00000178726","1591.1.1","THBD","ENSSSCG00000053422","thrombomodulin [Source:NCBI gene (formerly Entrezgene);Acc:100157642]"
"1592","BMP2","ENSG00000125845","1592.1.1","BMP2","ENSSSCG00000039442","bone morphotic protein 2 [Source:VGNC Symbol;Acc:VGNC:95488]"
"1593","S1PR1","ENSG00000170989","1593.1.1","S1PR1","ENSSSCG00000029849","sphingosine-1-phosphate receptor 1 [Source:VGNC Symbol;Acc:VGNC:92551]"
"1594","TLK1","ENSG00000198586","1594.1.1","TLK1","ENSSSCG00000015944","tousled like kinase 1 [Source:VGNC Symbol;Acc:VGNC:95543]"
"1595","TM9SF3","ENSG00000077147","1595.1.1","TM9SF3","ENSSSCG00000010508","transmembrane 9 superfamily member 3 [Source:VGNC Symbol;Acc:VGNC:94037]"
"1596","ADCK5","ENSG00000173137","1596.1.1","ADCK5","ENSSSCG00000005907","aarF domain containing kinase 5 [Source:VGNC Symbol;Acc:VGNC:85104]"
"1597","CUEDC2","ENSG00000107874","1597.1.1","CUEDC2","ENSSSCG00000033359","CUE domain containing 2 [Source:VGNC Symbol;Acc:VGNC:87086]"
"1598","AKAP8","ENSG00000105127","1598.1.1","AKAP8","ENSSSCG00000013837","A-kinase anchoring protein 8 [Source:VGNC Symbol;Acc:VGNC:85223]"
"1599","PRX","ENSG00000105227","1599.1.1","PRX","ENSSSCG00000038439","periaxin [Source:VGNC Symbol;Acc:VGNC:91891]"
"1600","ASXL2","ENSG00000143970","1600.1.1","ASXL2","ENSSSCG00000008575","ASXL transcriptional regulator 2 [Source:VGNC Symbol;Acc:VGNC:85595]"
"1601","DNPEP","ENSG00000123992","1601.1.1","DNPEP","ENSSSCG00000016220","aspartyl aminopeptidase [Source:VGNC Symbol;Acc:VGNC:96230]"
"1602","KCNK13","ENSG00000152315","1602.1.1","KCNK13","ENSSSCG00000002432","potassium two pore domain channel subfamily K member 13 [Source:VGNC Symbol;Acc:VGNC:89366]"
"1603","BIN1","ENSG00000136717","1603.1.1","BIN1","ENSSSCG00000015720","bridging integrator 1 [Source:VGNC Symbol;Acc:VGNC:95475]"
"1604","FAM78A","ENSG00000126882","1604.1.1","FAM78A","ENSSSCG00000028172","family with sequence similarity 78 member A [Source:VGNC Symbol;Acc:VGNC:87984]"
"1605","INO80","ENSG00000128908","1605.1.1","INO80","ENSSSCG00000004753","INO80 complex ATPase subunit [Source:VGNC Symbol;Acc:VGNC:89138]"
"1606","PLPP5","ENSG00000147535","1606.1.1","PLPP5","ENSSSCG00000015819","phospholipid phosphatase 5 [Source:VGNC Symbol;Acc:VGNC:96061]"
"1607","COMT","ENSG00000093010","1607.1.1","COMT","ENSSSCG00000010132","catechol-O-methyltransferase [Source:VGNC Symbol;Acc:VGNC:107378]"
"1608","CNOT3","ENSG00000088038","1608.1.1","CNOT3","ENSSSCG00000003264","CCR4-NOT transcription complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:86835]"
"1609","KHDC4","ENSG00000132680","1609.1.1","KHDC4","ENSSSCG00000006504","KH domain containing 4, pre-mRNA splicing factor [Source:VGNC Symbol;Acc:VGNC:89421]"
"1610","DHCR7","ENSG00000172893","1610.1.1","DHCR7","ENSSSCG00000021181","7-dehydrocholesterol reductase [Source:VGNC Symbol;Acc:VGNC:97964]"
"1611","TOB2","ENSG00000183864","1611.1.1","TOB2","ENSSSCG00000037958","transducer of ERBB2, 2 [Source:VGNC Symbol;Acc:VGNC:94298]"
"1612","GPR146","ENSG00000164849","1612.1.1","N/A","N/A","N/A"
"1613","SERAC1","ENSG00000122335","1613.1.1","SERAC1","ENSSSCG00000012314","serine active site containing 1 [Source:VGNC Symbol;Acc:VGNC:103173]"
"1614","SLC22A4","ENSG00000197208","1614.1.1","SLC22A4","ENSSSCG00000014275","solute carrier family 22 member 4 [Source:VGNC Symbol;Acc:VGNC:92981]"
"1615","STX16","ENSG00000124222","1615.1.1","STX16","ENSSSCG00000007516","syntaxin 16 [Source:VGNC Symbol;Acc:VGNC:110223]"
"1616","SH3BGRL3","ENSG00000142669","1616.1.1","SH3BGRL3","ENSSSCG00000034937","SH3 domain binding glutamate rich protein like 3 [Source:VGNC Symbol;Acc:VGNC:92817]"
"1617","NFIL3","ENSG00000165030","1617.1.1","NFIL3","ENSSSCG00000009592","nuclear factor, interleukin 3 regulated [Source:VGNC Symbol;Acc:VGNC:90717]"
"1618","HEXIM2","ENSG00000168517","1618.1.1","HEXIM2","ENSSSCG00000017335","HEXIM P-TEFb complex subunit 2 [Source:VGNC Symbol;Acc:VGNC:88862]"
"1619","GABARAP","ENSG00000170296","1619.1.1","ENSSSCG00000004396","ENSSSCG00000004396",""
"1619","GABARAP","ENSG00000170296","1619.1.2","GABARAP","ENSSSCG00000017936","GABA type A receptor-associated protein [Source:NCBI gene (formerly Entrezgene);Acc:100462752]"
"1620","LRIF1","ENSG00000121931","1620.1.1","LRIF1","ENSSSCG00000006799","ligand dependent nuclear receptor interacting factor 1 [Source:VGNC Symbol;Acc:VGNC:89809]"
"1621","PSPC1","ENSG00000121390","1621.1.1","PSPC1","ENSSSCG00000009569","paraspeckle component 1 [Source:VGNC Symbol;Acc:VGNC:91930]"
"1622","CPSF2","ENSG00000165934","1622.1.1","CPSF2","ENSSSCG00000002447","cleavage and polyadenylation specific factor 2 [Source:VGNC Symbol;Acc:VGNC:86959]"
"1623","MED18","ENSG00000130772","1623.1.1","MED18","ENSSSCG00000044404","mediator complex subunit 18 [Source:VGNC Symbol;Acc:VGNC:110401]"
"1624","USP48","ENSG00000090686","1624.1.1","USP48","ENSSSCG00000024197","ubiquitin specific peptidase 48 [Source:VGNC Symbol;Acc:VGNC:94770]"
"1625","HECTD1","ENSG00000092148","1625.1.1","HECTD1","ENSSSCG00000001971","HECT domain E3 ubiquitin protein ligase 1 [Source:VGNC Symbol;Acc:VGNC:88832]"
"1626","ESCO1","ENSG00000141446","1626.1.1","ESCO1","ENSSSCG00000003700","establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:87786]"
"1627","VOPP1","ENSG00000154978","1627.1.1","VOPP1","ENSSSCG00000032734","VOPP1 WW domain binding protein [Source:VGNC Symbol;Acc:VGNC:94835]"
"1628","PRXL2B","ENSG00000157870","1628.1.1","PRXL2B","ENSSSCG00000026554","peroxiredoxin like 2B [Source:VGNC Symbol;Acc:VGNC:98543]"
"1629","UGCG","ENSG00000148154","1629.1.1","UGCG","ENSSSCG00000022780","UDP-glucose ceramide glucosyltransferase [Source:VGNC Symbol;Acc:VGNC:94685]"
"1630","PCYT1A","ENSG00000161217","1630.1.1","PCYT1A","ENSSSCG00000011845","phosphate cytidylyltransferase 1A, choline [Source:VGNC Symbol;Acc:VGNC:104019]"
"1631","CASP7","ENSG00000165806","1631.1.1","CASP7","ENSSSCG00000032408","caspase 7 [Source:VGNC Symbol;Acc:VGNC:86203]"
"1632","PTBP3","ENSG00000119314","1632.1.1","PTBP3","ENSSSCG00000005466","polypyrimidine tract binding protein 3 [Source:VGNC Symbol;Acc:VGNC:91938]"
"1633","GADD45G","ENSG00000130222","1633.1.1","GADD45G","ENSSSCG00000035249","growth arrest and DNA damage inducible gamma [Source:NCBI gene (formerly Entrezgene);Acc:100152997]"
"1634","CENPU","ENSG00000151725","1634.1.1","CENPU","ENSSSCG00000015785","centromere protein U [Source:VGNC Symbol;Acc:VGNC:95965]"
"1635","RASA1","ENSG00000145715","1635.1.1","RASA1","ENSSSCG00000014146","RAS p21 protein activator 1 [Source:VGNC Symbol;Acc:VGNC:92101]"
"1636","ATF3","ENSG00000162772","1636.1.1","ATF3","ENSSSCG00000015595","activating transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:85606]"
"1637","INAFM1","ENSG00000257704","1637.1.1","N/A","N/A","N/A"
"1638","PI4K2A","ENSG00000155252","1638.1.1","PI4K2A","ENSSSCG00000010525","phosphatidylinositol 4-kinase type 2 alpha [Source:VGNC Symbol;Acc:VGNC:110545]"
"1639","IER5","ENSG00000162783","1639.1.1","IER5","ENSSSCG00000015541","immediate early response 5 [Source:NCBI gene (formerly Entrezgene);Acc:100511095]"
"1640","MTR","ENSG00000116984","1640.1.1","MTR","ENSSSCG00000010143","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:VGNC Symbol;Acc:VGNC:90468]"
"1641","GSPT1","ENSG00000103342","1641.1.1","GSPT1","ENSSSCG00000021118","G1 to S phase transition 1 [Source:VGNC Symbol;Acc:VGNC:88724]"
"1642","SFT2D2","ENSG00000213064","1642.1.1","SFT2D2","ENSSSCG00000031617","SFT2 domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:100157189]"
"1643","PDLIM2","ENSG00000120913","1643.1.1","PDLIM2","ENSSSCG00000009625","PDZ and LIM domain 2 [Source:VGNC Symbol;Acc:VGNC:91282]"
"1644","NUDT3","ENSG00000272325","1644.1.1","NUDT3","ENSSSCG00000031593","nudix hydrolase 3 [Source:NCBI gene (formerly Entrezgene);Acc:100737442]"
"1645","NDEL1","ENSG00000166579","1645.1.1","NDEL1","ENSSSCG00000017986","nudE neurodevelopment protein 1 like 1 [Source:VGNC Symbol;Acc:VGNC:90625]"
"1646","GAK","ENSG00000178950","1646.1.1","GAK","ENSSSCG00000021289","cyclin G associated kinase [Source:VGNC Symbol;Acc:VGNC:88320]"
"1647","SPP1","ENSG00000118785","1647.1.1","SPP1","ENSSSCG00000009216","secreted phosphoprotein 1 [Source:VGNC Symbol;Acc:VGNC:93419]"
"1648","IMPA2","ENSG00000141401","1648.1.1","IMPA2","ENSSSCG00000024162","inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]"
"1649","PICALM","ENSG00000073921","1649.1.1","PICALM","ENSSSCG00000014913","phosphatidylinositol binding clathrin assembly protein [Source:VGNC Symbol;Acc:VGNC:91415]"
"1650","PCCA","ENSG00000175198","1650.1.1","PCCA","ENSSSCG00000009522","propionyl-CoA carboxylase subunit alpha [Source:VGNC Symbol;Acc:VGNC:91209]"
"1651","ARL2BP","ENSG00000102931","1651.1.1","ARL2BP","ENSSSCG00000002819","ADP ribosylation factor like GTPase 2 binding protein [Source:VGNC Symbol;Acc:VGNC:85521]"
"1652","TIMM17A","ENSG00000134375","1652.1.1","TIMM17A","ENSSSCG00000037431","translocase of inner mitochondrial membrane 17A [Source:VGNC Symbol;Acc:VGNC:104074]"
"1653","TAPBP","ENSG00000231925","1653.1.1","TAPBP","ENSSSCG00000001507","TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]"
"1654","UNG","ENSG00000076248","1654.1.1","UNG","ENSSSCG00000009938","uracil DNA glycosylase [Source:VGNC Symbol;Acc:VGNC:94714]"
"1655","CCSAP","ENSG00000154429","1655.1.1","CCSAP","ENSSSCG00000023776","centriole, cilia and spindle associated protein [Source:VGNC Symbol;Acc:VGNC:86377]"
"1656","MEX3B","ENSG00000183496","1656.1.1","MEX3B","ENSSSCG00000038491","mex-3 RNA binding family member B [Source:VGNC Symbol;Acc:VGNC:90169]"
"1657","TSC22D1","ENSG00000102804","1657.1.1","N/A","N/A","N/A"
"1658","ECPAS","ENSG00000136813","1658.1.1","ECPAS","ENSSSCG00000005459","Ecm29 proteasome adaptor and scaffold [Source:VGNC Symbol;Acc:VGNC:87535]"
"1659","EML6","ENSG00000214595","1659.1.1","EML6","ENSSSCG00000026559","EMAP like 6 [Source:VGNC Symbol;Acc:VGNC:87687]"
"1660","KLHL21","ENSG00000162413","1660.1.1","KLHL21","ENSSSCG00000003379","kelch like family member 21 [Source:VGNC Symbol;Acc:VGNC:89520]"
"1661","DMAC2L","ENSG00000125375","1661.1.1","DMAC2L","ENSSSCG00000031354","distal membrane arm assembly component 2 like [Source:VGNC Symbol;Acc:VGNC:96729]"
"1662","PLPBP","ENSG00000147471","1662.1.1","ENSSSCG00000011931","ENSSSCG00000011931",""
"1662","PLPBP","ENSG00000147471","1662.1.2","ENSSSCG00000015826","ENSSSCG00000015826","pyridoxal phosphate binding protein [Source:VGNC Symbol;Acc:VGNC:104027]"
"1663","SERINC3","ENSG00000132824","1663.1.1","SERINC3","ENSSSCG00000039591","serine incorporator 3 [Source:VGNC Symbol;Acc:VGNC:95538]"
"1664","KPNA4","ENSG00000186432","1664.1.1","KPNA4","ENSSSCG00000031077","karyopherin subunit alpha 4 [Source:VGNC Symbol;Acc:VGNC:89563]"
"1665","RASSF5","ENSG00000266094","1665.1.1","RASSF5","ENSSSCG00000031970","Ras association domain family member 5 [Source:VGNC Symbol;Acc:VGNC:92125]"
"1666","GPR155","ENSG00000163328","1666.1.1","GPR155","ENSSSCG00000015965","G protein-coupled receptor 155 [Source:VGNC Symbol;Acc:VGNC:95984]"
"1667","XPA","ENSG00000136936","1667.1.1","XPA","ENSSSCG00000005368","XPA, DNA damage recognition and repair factor [Source:VGNC Symbol;Acc:VGNC:94998]"
"1668","RAF1","ENSG00000132155","1668.1.1","RAF1","ENSSSCG00000024453","Raf-1 proto-onco, serine/threonine kinase [Source:VGNC Symbol;Acc:VGNC:108688]"
"1669","GSN","ENSG00000148180","1669.1.1","GSN","ENSSSCG00000037508","gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
"1670","KLF16","ENSG00000129911","1670.1.1","KLF16","ENSSSCG00000024672","KLF transcription factor 16 [Source:NCBI gene (formerly Entrezgene);Acc:100302638]"
"1671","PHLDA1","ENSG00000139289","1671.1.1","PHLDA1","ENSSSCG00000044141","pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]"
"1672","RAB11A","ENSG00000103769","1672.1.1","RAB11A","ENSSSCG00000032312","RAB11A, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:595117]"
"1673","AKNA","ENSG00000106948","1673.1.1","AKNA","ENSSSCG00000023894","AT-hook transcription factor [Source:VGNC Symbol;Acc:VGNC:85228]"
"1674","CYLD","ENSG00000083799","1674.1.1","CYLD","ENSSSCG00000040286","CYLD lysine 63 deubiquitinase [Source:VGNC Symbol;Acc:VGNC:87130]"
"1675","ANXA7","ENSG00000138279","1675.1.1","ANXA7","ENSSSCG00000010299","annexin A7 [Source:VGNC Symbol;Acc:VGNC:85372]"
"1676","APAF1","ENSG00000120868","1676.1.1","APAF1","ENSSSCG00000000884","apoptotic peptidase activating factor 1 [Source:VGNC Symbol;Acc:VGNC:85398]"
"1677","HINT3","ENSG00000111911","1677.1.1","HINT3","ENSSSCG00000004221","histidine triad nucleotide binding protein 3 [Source:VGNC Symbol;Acc:VGNC:88884]"
"1678","SLC25A38","ENSG00000144659","1678.1.1","SLC25A38","ENSSSCG00000029708","solute carrier family 25 member 38 [Source:VGNC Symbol;Acc:VGNC:93013]"
"1679","RBM47","ENSG00000163694","1679.1.1","RBM47","ENSSSCG00000008796","RNA binding motif protein 47 [Source:VGNC Symbol;Acc:VGNC:92158]"
"1680","SSR3","ENSG00000114850","1680.1.1","SSR3","ENSSSCG00000030567","signal sequence receptor subunit 3 [Source:VGNC Symbol;Acc:VGNC:93492]"
"1681","PIK3CD","ENSG00000171608","1681.1.1","PIK3CD","ENSSSCG00000003395","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:VGNC Symbol;Acc:VGNC:91442]"
"1682","EFR3A","ENSG00000132294","1682.1.1","EFR3A","ENSSSCG00000005955","EFR3 homolog A [Source:VGNC Symbol;Acc:VGNC:87579]"
"1683","CEP164","ENSG00000110274","1683.1.1","CEP164","ENSSSCG00000015080","centrosomal protein 164 [Source:VGNC Symbol;Acc:VGNC:86563]"
"1684","C17ORF49","ENSG00000258315","1684.1.1","C17orf49","ENSSSCG00000017928","chromosome 12 C17orf49 homolog [Source:VGNC Symbol;Acc:VGNC:107976]"
"1685","TRNAU1AP","ENSG00000180098","1685.1.1","TRNAU1AP","ENSSSCG00000030284","tRNA selenocysteine 1 associated protein 1 [Source:VGNC Symbol;Acc:VGNC:94455]"
"1686","MVB12A","ENSG00000141971","1686.1.1","MVB12A","ENSSSCG00000036568","multivesicular body subunit 12A [Source:VGNC Symbol;Acc:VGNC:90487]"
"1687","GPR157","ENSG00000180758","1687.1.1","GPR157","ENSSSCG00000033456","G protein-coupled receptor 157 [Source:VGNC Symbol;Acc:VGNC:88611]"
"1688","NT5DC1","ENSG00000178425","1688.1.1","NT5DC1","ENSSSCG00000004435","5'-nucleotidase domain containing 1 [Source:VGNC Symbol;Acc:VGNC:90922]"
"1689","RALGPS2","ENSG00000116191","1689.1.1","RALGPS2","ENSSSCG00000015523","Ral GEF with PH domain and SH3 binding motif 2 [Source:VGNC Symbol;Acc:VGNC:92073]"
"1690","FMNL3","ENSG00000161791","1690.1.1","FMNL3","ENSSSCG00000025114","formin like 3 [Source:VGNC Symbol;Acc:VGNC:88169]"
"1691","H6PD","ENSG00000049239","1691.1.1","H6PD","ENSSSCG00000034502","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:VGNC Symbol;Acc:VGNC:88764]"
"1692","UGP2","ENSG00000169764","1692.1.1","UGP2","ENSSSCG00000008368","UDP-glucose pyrophosphorylase 2 [Source:VGNC Symbol;Acc:VGNC:98400]"
"1693","CUTC","ENSG00000119929","1693.1.1","CUTC","ENSSSCG00000010542","cutC copper transporter [Source:VGNC Symbol;Acc:VGNC:87092]"
"1694","RAB21","ENSG00000080371","1694.1.1","RAB21","ENSSSCG00000059025","RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]"
"1695","MYL12B","ENSG00000118680","1695.1.1","MYL12B","ENSSSCG00000058470","myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]"
"1696","POLG2","ENSG00000256525","1696.1.1","POLG2","ENSSSCG00000036057","DNA polymerase gamma 2, accessory subunit [Source:VGNC Symbol;Acc:VGNC:91634]"
"1697","PRKCD","ENSG00000163932","1697.1.1","PRKCD","ENSSSCG00000023503","protein kinase C delta [Source:VGNC Symbol;Acc:VGNC:91806]"
"1698","RIT1","ENSG00000143622","1698.1.1","RIT1","ENSSSCG00000023991","Ras like without CAAX 1 [Source:VGNC Symbol;Acc:VGNC:92325]"
"1699","HLA-A","ENSG00000206503","1699.1.1","ENSSSCG00000001341","ENSSSCG00000001341","Swine major histocompatibility complex (SLA) class I gene 11"
"1700","SRD5A3","ENSG00000128039","1700.1.1","ENSSSCG00000008845","ENSSSCG00000008845",""
"1701","SNRPC","ENSG00000124562","1701.1.1","SNRPC","ENSSSCG00000001531","small nuclear ribonucleoprotein polypeptide C [Source:VGNC Symbol;Acc:VGNC:93295]"
"1702","TGFBRAP1","ENSG00000135966","1702.1.1","TGFBRAP1","ENSSSCG00000024636","transforming growth factor beta receptor associated protein 1 [Source:VGNC Symbol;Acc:VGNC:93934]"
"1703","RAC1","ENSG00000129538","1703.1.1","RNASE1","ENSSSCG00000031649","ribonuclease A family member 1, pancreatic [Source:NCBI gene (formerly Entrezgene);Acc:100312980]"
"1703","RAC1","ENSG00000136238","1703.2.1","RAC1","ENSSSCG00000035090","Rac family small GTPase 1 [Source:VGNC Symbol;Acc:VGNC:92047]"
"1704","DSTN","ENSG00000125868","1704.1.1","DSTN","ENSSSCG00000007085","destrin, actin depolymerizing factor [Source:VGNC Symbol;Acc:VGNC:108715]"
"1705","STAB1","ENSG00000010327","1705.1.1","STAB1","ENSSSCG00000011443","stabilin 1 [Source:VGNC Symbol;Acc:VGNC:93521]"
"1706","DEPDC1B","ENSG00000035499","1706.1.1","DEPDC1B","ENSSSCG00000057381","DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]"
