"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1447","GDAP2","ENSG00000196505","1447.1.1","GDAP2","ENSMICG00000001775","ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]"
"1448","TMEM150A","ENSG00000168890","1448.1.1","TMEM150A","ENSMICG00000026572","transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]"
"1449","SYNJ2","ENSG00000078269","1449.1.1","SYNJ2","ENSMICG00000015804","synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]"
"1450","AGPS","ENSG00000018510","1450.1.1","AGPS","ENSMICG00000003750","alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]"
"1451","ZNF800","ENSG00000048405","1451.1.1","ZNF800","ENSMICG00000030435","zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]"
"1452","RMC1","ENSG00000141452","1452.1.1","RMC1","ENSMICG00000009300","regulator of MON1-CCZ1 [Source:HGNC Symbol;Acc:HGNC:24326]"
"1453","AGPAT4","ENSG00000026652","1453.1.1","AGPAT4","ENSMICG00000009184","1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]"
"1454","ABRAXAS1","ENSG00000163322","1454.1.1","ABRAXAS1","ENSMICG00000004908","abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]"
"1455","ZNF608","ENSG00000168916","1455.1.1","ZNF608","ENSMICG00000000035","zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238]"
"1456","MSH5","ENSG00000204410","1456.1.1","MSH5","ENSMICG00000003523","mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]"
"1457","ETV1","ENSG00000006468","1457.1.1","ETV1","ENSMICG00000006101","ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]"
"1458","KANSL2","ENSG00000139620","1458.1.1","KANSL2","ENSMICG00000005369","KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:26024]"
"1459","RNF14","ENSG00000013561","1459.1.1","RNF14","ENSMICG00000000403","ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]"
"1460","DENND1A","ENSG00000119522","1460.1.1","DENND1A","ENSMICG00000000554","DENN domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29324]"
"1461","ESR1","ENSG00000091831","1461.1.1","ESR1","ENSMICG00000007592","estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]"
"1462","TRIM36","ENSG00000152503","1462.1.1","TRIM36","ENSMICG00000015099","tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]"
"1463","PEAK1","ENSG00000173517","1463.1.1","PEAK1","ENSMICG00000036387","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"1464","RBL2","ENSG00000103479","1464.1.1","RBL2","ENSMICG00000016772","RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]"
"1465","OSBPL8","ENSG00000091039","1465.1.1","OSBPL8","ENSMICG00000000969","oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396]"
"1466","ROCK2","ENSG00000134318","1466.1.1","ROCK2","ENSMICG00000037673","Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]"
"1467","RPL37","ENSG00000145592","1467.1.1","N/A","N/A","N/A"
"1468","TAGLN2","ENSG00000158710","1468.1.1","ENSMICG00000029851","ENSMICG00000029851",""
"1468","TAGLN2","ENSG00000158710","1468.1.2","ENSMICG00000032549","ENSMICG00000032549",""
"1468","TAGLN2","ENSG00000158710","1468.1.3","ENSMICG00000038756","ENSMICG00000038756",""
"1469","PPP3R1","ENSG00000221823","1469.1.1","PPP3R1","ENSMICG00000037583","protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"
"1470","TBC1D10A","ENSG00000099992","1470.1.1","TBC1D10A","ENSMICG00000010031","TBC1 domain family member 10A [Source:HGNC Symbol;Acc:HGNC:23609]"
"1471","TNFRSF21","ENSG00000146072","1471.1.1","TNFRSF21","ENSMICG00000017760","TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]"
"1472","PREX1","ENSG00000124126","1472.1.1","PREX1","ENSMICG00000042337","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"
"1473","CYB5R1","ENSG00000159348","1473.1.1","CYB5R1","ENSMICG00000034721","cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]"
"1474","EPG5","ENSG00000152223","1474.1.1","EPG5","ENSMICG00000017498","ectopic P-granules 5 autophagy tethering factor [Source:HGNC Symbol;Acc:HGNC:29331]"
"1475","SFT2D3","ENSG00000173349","1475.1.1","N/A","N/A","N/A"
"1476","NUCKS1","ENSG00000069275","1476.1.1","ENSMICG00000035443","ENSMICG00000035443",""
"1477","ARHGDIB","ENSG00000111348","1477.1.1","ARHGDIB","ENSMICG00000029832","Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]"
"1478","ADAM10","ENSG00000137845","1478.1.1","ADAM10","ENSMICG00000005882","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]"
"1479","PLCB1","ENSG00000182621","1479.1.1","PLCB1","ENSMICG00000006563","phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]"
"1480","DCLRE1C","ENSG00000152457","1480.1.1","DCLRE1C","ENSMICG00000002808","DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]"
"1481","TNFRSF14","ENSG00000157873","1481.1.1","ENSMICG00000047725","ENSMICG00000047725",""
"1482","FCHSD2","ENSG00000137478","1482.1.1","FCHSD2","ENSMICG00000012437","FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114]"
"1483","PDK1","ENSG00000152256","1483.1.1","ENSMICG00000007005","ENSMICG00000007005",""
"1483","PDK1","ENSG00000152256","1483.1.2","ENSMICG00000045779","ENSMICG00000045779",""
"1484","FCGR1A","ENSG00000150337","1484.1.1","FCGR1A","ENSMICG00000033541","Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]"
"1485","PHF20","ENSG00000025293","1485.1.1","PHF20","ENSMICG00000001674","PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]"
"1486","GPNMB","ENSG00000136235","1486.1.1","GPNMB","ENSMICG00000013667","glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]"
"1487","CHN2","ENSG00000106069","1487.1.1","CHN2","ENSMICG00000008142","chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]"
"1488","UBB","ENSG00000170315","1488.1.1","N/A","N/A","N/A"
"1489","ABCD3","ENSG00000117528","1489.1.1","ABCD3","ENSMICG00000008904","ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]"
"1490","PDXK","ENSG00000160209","1490.1.1","PDXK","ENSMICG00000004696","pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]"
"1491","PGRMC2","ENSG00000164040","1491.1.1","PGRMC2","ENSMICG00000011485","progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089]"
"1492","MAP3K13","ENSG00000073803","1492.1.1","MAP3K13","ENSMICG00000049178","mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]"
"1493","TSTD2","ENSG00000136925","1493.1.1","TSTD2","ENSMICG00000012668","thiosulfate sulfurtransferase like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30087]"
"1494","RAP1A","ENSG00000116473","1494.1.1","ENSMICG00000011501","ENSMICG00000011501",""
"1494","RAP1A","ENSG00000116473","1494.1.2","ENSMICG00000031591","ENSMICG00000031591",""
"1495","MROH1","ENSG00000179832","1495.1.1","MROH1","ENSMICG00000044422","maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]"
"1496","KCNA3","ENSG00000177272","1496.1.1","KCNA3","ENSMICG00000047543","potassium voltage-gated channel subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:6221]"
"1497","ISCA1","ENSG00000135070","1497.1.1","ISCA1","ENSMICG00000043545","iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:HGNC:28660]"
"1498","CASP8","ENSG00000064012","1498.1.1","CASP8","ENSMICG00000004468","caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]"
"1499","AGO3","ENSG00000126070","1499.1.1","AGO3","ENSMICG00000016158","argonaute RISC catalytic component 3 [Source:HGNC Symbol;Acc:HGNC:18421]"
"1500","PPP1R13L","ENSG00000104881","1500.1.1","PPP1R13L","ENSMICG00000001794","protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]"
"1501","ZBTB6","ENSG00000186130","1501.1.1","ZBTB6","ENSMICG00000047456","zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16764]"
"1502","ATG9A","ENSG00000198925","1502.1.1","ATG9A","ENSMICG00000033556","autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]"
"1503","RNF146","ENSG00000118518","1503.1.1","RNF146","ENSMICG00000036585","ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]"
"1504","USF3","ENSG00000176542","1504.1.1","USF3","ENSMICG00000049097","upstream transcription factor family member 3 [Source:HGNC Symbol;Acc:HGNC:30494]"
"1505","LRP8","ENSG00000157193","1505.1.1","LRP8","ENSMICG00000006407","LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]"
"1506","VPS4B","ENSG00000119541","1506.1.1","VPS4B","ENSMICG00000001589","vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]"
"1507","MGAT4A","ENSG00000071073","1507.1.1","MGAT4A","ENSMICG00000011397","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]"
"1508","PKM","ENSG00000067225","1508.1.1","PKM","ENSMICG00000013532","pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]"
"1509","HSP90AA1","ENSG00000080824","1509.1.1","HSP90AA1","ENSMICG00000004521","heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]"
"1510","STX12","ENSG00000117758","1510.1.1","STX12","ENSMICG00000011066","syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]"
"1511","ZFAND6","ENSG00000086666","1511.1.1","ZFAND6","ENSMICG00000006343","zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]"
"1512","INIP","ENSG00000148153","1512.1.1","INIP","ENSMICG00000043355","INTS3 and NABP interacting protein [Source:HGNC Symbol;Acc:HGNC:24994]"
"1513","MYO1F","ENSG00000142347","1513.1.1","MYO1F","ENSMICG00000006198","myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]"
"1514","DNMT1","ENSG00000130816","1514.1.1","DNMT1","ENSMICG00000010231","DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]"
"1515","NCK1","ENSG00000158092","1515.1.1","NCK1","ENSMICG00000049052","NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]"
"1516","SLC26A2","ENSG00000155850","1516.1.1","SLC26A2","ENSMICG00000028691","solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]"
"1517","EBAG9","ENSG00000147654","1517.1.1","EBAG9","ENSMICG00000013014","estrogen receptor binding site associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:3123]"
"1518","PSMA3","ENSG00000100567","1518.1.1","PSMA3","ENSMICG00000011559","proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]"
"1519","ZDHHC14","ENSG00000175048","1519.1.1","ZDHHC14","ENSMICG00000008645","zinc finger DHHC-type palmitoyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:20341]"
"1520","TMEM70","ENSG00000175606","1520.1.1","TMEM70","ENSMICG00000027905","transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]"
"1521","ZNF319","ENSG00000166188","1521.1.1","ZNF319","ENSMICG00000004897","zinc finger protein 319 [Source:HGNC Symbol;Acc:HGNC:13644]"
"1522","PSD3","ENSG00000156011","1522.1.1","PSD3","ENSMICG00000005387","pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]"
"1523","FILIP1L","ENSG00000168386","1523.1.1","FILIP1L","ENSMICG00000049406","filamin A interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:24589]"
"1524","KAT2B","ENSG00000114166","1524.1.1","KAT2B","ENSMICG00000049426","lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]"
"1525","HPS3","ENSG00000163755","1525.1.1","HPS3","ENSMICG00000049042","HPS3 biogenesis of lysosomal organelles complex 2 subunit 1 [Source:HGNC Symbol;Acc:HGNC:15597]"
"1526","ORC2","ENSG00000115942","1526.1.1","ORC2","ENSMICG00000043343","origin recognition complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:8488]"
"1527","UTP6","ENSG00000108651","1527.1.1","UTP6","ENSMICG00000002632","UTP6 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]"
"1528","LILRA1","ENSG00000104974","1528.1.1","N/A","N/A","N/A"
"1529","SNUPN","ENSG00000169371","1529.1.1","SNUPN","ENSMICG00000016438","snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]"
"1530","HLA-DMB","ENSG00000242574","1530.1.1","HLA-DMB","ENSMICG00000043729","major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]"
"1531","BBX","ENSG00000114439","1531.1.1","BBX","ENSMICG00000049362","BBX high mobility group box domain containing [Source:HGNC Symbol;Acc:HGNC:14422]"
"1532","GINS1","ENSG00000101003","1532.1.1","GINS1","ENSMICG00000037715","GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]"
"1533","FBXO11","ENSG00000138081","1533.1.1","FBXO11","ENSMICG00000010582","F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]"
"1534","SETD4","ENSG00000185917","1534.1.1","SETD4","ENSMICG00000031716","SET domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1258]"
"1535","ITPKB","ENSG00000143772","1535.1.1","ITPKB","ENSMICG00000038100","inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]"
"1536","TAX1BP1","ENSG00000106052","1536.1.1","TAX1BP1","ENSMICG00000009923","Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]"
"1537","DAXX","ENSG00000204209","1537.1.1","DAXX","ENSMICG00000000933","death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]"
"1538","DGKZ","ENSG00000149091","1538.1.1","DGKZ","ENSMICG00000006865","diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857]"
"1539","CREB1","ENSG00000118260","1539.1.1","CREB1","ENSMICG00000009731","cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]"
"1540","ANAPC16","ENSG00000166295","1540.1.1","ANAPC16","ENSMICG00000004229","anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976]"
"1541","NAPEPLD","ENSG00000161048","1541.1.1","NAPEPLD","ENSMICG00000002814","N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]"
"1542","CDK1","ENSG00000170312","1542.1.1","ENSMICG00000005793","ENSMICG00000005793",""
"1542","CDK1","ENSG00000170312","1542.1.2","ENSMICG00000037321","ENSMICG00000037321",""
"1543","PAG1","ENSG00000076641","1543.1.1","PAG1","ENSMICG00000001308","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]"
"1544","MARK2","ENSG00000072518","1544.1.1","MARK2","ENSMICG00000016891","microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]"
"1545","PSEN1","ENSG00000080815","1545.1.1","PSEN1","ENSMICG00000017923","presenilin 1 [Source:NCBI gene (formerly Entrezgene);Acc:105858213]"
"1546","DEK","ENSG00000124795","1546.1.1","DEK","ENSMICG00000015469","DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]"
"1547","PAXBP1","ENSG00000159086","1547.1.1","PAXBP1","ENSMICG00000037481","PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]"
"1548","PPP2R5A","ENSG00000066027","1548.1.1","PPP2R5A","ENSMICG00000015435","protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]"
"1549","ATP8B4","ENSG00000104043","1549.1.1","ATP8B4","ENSMICG00000003484","ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]"
"1550","METTL21A","ENSG00000144401","1550.1.1","METTL21A","ENSMICG00000009739","methyltransferase 21A, HSPA lysine [Source:HGNC Symbol;Acc:HGNC:30476]"
"1551","DISC1","ENSG00000162946","1551.1.1","DISC1","ENSMICG00000010360","DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]"
"1552","SSR1","ENSG00000124783","1552.1.1","SSR1","ENSMICG00000047142","signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]"
"1553","VWA5A","ENSG00000110002","1553.1.1","ENSMICG00000006152","ENSMICG00000006152",""
"1553","VWA5A","ENSG00000110002","1553.1.2","ENSMICG00000042956","ENSMICG00000042956",""
"1554","NR4A3","ENSG00000119508","1554.1.1","NR4A3","ENSMICG00000026506","nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]"
"1555","TIMP2","ENSG00000035862","1555.1.1","TIMP2","ENSMICG00000032201","TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]"
"1556","UBL3","ENSG00000122042","1556.1.1","UBL3","ENSMICG00000033508","ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504]"
"1557","MLKL","ENSG00000168404","1557.1.1","MLKL","ENSMICG00000012237","mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]"
"1558","RASSF1","ENSG00000068028","1558.1.1","RASSF1","ENSMICG00000016362","Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]"
"1559","ZNF638","ENSG00000075292","1559.1.1","ZNF638","ENSMICG00000005419","zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]"
"1560","ZBTB14","ENSG00000198081","1560.1.1","ZBTB14","ENSMICG00000034962","zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]"
"1561","DPH5","ENSG00000117543","1561.1.1","DPH5","ENSMICG00000005254","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]"
"1562","GORAB","ENSG00000120370","1562.1.1","GORAB","ENSMICG00000033096","golgin, RAB6 interacting [Source:HGNC Symbol;Acc:HGNC:25676]"
"1563","FERMT3","ENSG00000149781","1563.1.1","FERMT3","ENSMICG00000016943","FERM domain containing kindlin 3 [Source:HGNC Symbol;Acc:HGNC:23151]"
"1564","LHFPL2","ENSG00000145685","1564.1.1","LHFPL2","ENSMICG00000002076","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]"
"1565","TRAFD1","ENSG00000135148","1565.1.1","TRAFD1","ENSMICG00000039369","TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]"
"1566","NFYC","ENSG00000066136","1566.1.1","NFYC","ENSMICG00000004285","nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806]"
"1567","SLC7A5","ENSG00000103257","1567.1.1","SLC7A5","ENSMICG00000004514","solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]"
"1568","HOMER1","ENSG00000152413","1568.1.1","HOMER1","ENSMICG00000012592","homer scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]"
"1569","CALCRL","ENSG00000064989","1569.1.1","CALCRL","ENSMICG00000001266","calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]"
"1570","TLNRD1","ENSG00000140406","1570.1.1","TLNRD1","ENSMICG00000002007","talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]"
"1571","ITPRID2","ENSG00000138434","1571.1.1","ITPRID2","ENSMICG00000012667","ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]"
"1572","PTK2B","ENSG00000120899","1572.1.1","PTK2B","ENSMICG00000007677","protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]"
"1573","TMED7","ENSG00000134970","1573.1.1","TMED7","ENSMICG00000028228","transmembrane p24 trafficking protein 7 [Source:HGNC Symbol;Acc:HGNC:24253]"
"1574","TBC1D14","ENSG00000132405","1574.1.1","ENSMICG00000007951","ENSMICG00000007951",""
"1574","TBC1D14","ENSG00000132405","1574.1.2","ENSMICG00000038393","ENSMICG00000038393",""
"1575","ATF4","ENSG00000128272","1575.1.1","ENSMICG00000043426","ENSMICG00000043426",""
"1575","ATF4","ENSG00000128272","1575.1.2","ENSMICG00000045981","ENSMICG00000045981",""
"1576","SAP30","ENSG00000164105","1576.1.1","SAP30","ENSMICG00000028650","Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]"
"1577","NEK7","ENSG00000151414","1577.1.1","NEK7","ENSMICG00000029301","NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]"
"1578","RNF41","ENSG00000181852","1578.1.1","RNF41","ENSMICG00000034714","ring finger protein 41 [Source:HGNC Symbol;Acc:HGNC:18401]"
"1579","RPF1","ENSG00000117133","1579.1.1","ENSMICG00000003093","ENSMICG00000003093",""
"1579","RPF1","ENSG00000117133","1579.1.2","ENSMICG00000015146","ENSMICG00000015146",""
"1580","NFKBIA","ENSG00000100906","1580.1.1","NFKBIA","ENSMICG00000004403","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"1581","CLCN3","ENSG00000109572","1581.1.1","CLCN3","ENSMICG00000017306","chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]"
"1582","PLXNC1","ENSG00000136040","1582.1.1","PLXNC1","ENSMICG00000016660","plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]"
"1583","PITPNC1","ENSG00000154217","1583.1.1","PITPNC1","ENSMICG00000012923","phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]"
"1584","ITGA5","ENSG00000161638","1584.1.1","ITGA5","ENSMICG00000008420","integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]"
"1585","SCAF8","ENSG00000213079","1585.1.1","SCAF8","ENSMICG00000028965","SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]"
"1586","HNRNPAB","ENSG00000197451","1586.1.1","HNRNPAB","ENSMICG00000027030","heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]"
"1587","TNRC6B","ENSG00000100354","1587.1.1","TNRC6B","ENSMICG00000014056","trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]"
"1588","BSCL2","ENSG00000168000","1588.1.1","ENSMICG00000033250","ENSMICG00000033250",""
"1588","BSCL2","ENSG00000168000","1588.1.2","ENSMICG00000034516","ENSMICG00000034516",""
"1589","NEDD4L","ENSG00000049759","1589.1.1","NEDD4L","ENSMICG00000007688","NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]"
"1590","MGRN1","ENSG00000102858","1590.1.1","MGRN1","ENSMICG00000015855","mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]"
"1591","THBD","ENSG00000178726","1591.1.1","N/A","N/A","N/A"
"1592","BMP2","ENSG00000125845","1592.1.1","BMP2","ENSMICG00000044399","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]"
"1593","S1PR1","ENSG00000170989","1593.1.1","N/A","N/A","N/A"
"1594","TLK1","ENSG00000198586","1594.1.1","TLK1","ENSMICG00000033836","tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]"
"1595","TM9SF3","ENSG00000077147","1595.1.1","TM9SF3","ENSMICG00000010764","transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]"
"1596","ADCK5","ENSG00000173137","1596.1.1","ADCK5","ENSMICG00000015751","aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]"
"1597","CUEDC2","ENSG00000107874","1597.1.1","CUEDC2","ENSMICG00000043889","CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]"
"1598","AKAP8","ENSG00000105127","1598.1.1","AKAP8","ENSMICG00000012702","A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]"
"1599","PRX","ENSG00000105227","1599.1.1","PRX","ENSMICG00000026838","periaxin [Source:HGNC Symbol;Acc:HGNC:13797]"
"1600","ASXL2","ENSG00000143970","1600.1.1","ASXL2","ENSMICG00000038141","ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]"
"1601","DNPEP","ENSG00000123992","1601.1.1","DNPEP","ENSMICG00000015765","aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]"
"1602","KCNK13","ENSG00000152315","1602.1.1","KCNK13","ENSMICG00000047590","potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275]"
"1603","BIN1","ENSG00000136717","1603.1.1","BIN1","ENSMICG00000005344","bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]"
"1604","FAM78A","ENSG00000126882","1604.1.1","FAM78A","ENSMICG00000007812","family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]"
"1605","INO80","ENSG00000128908","1605.1.1","INO80","ENSMICG00000005801","INO80 complex ATPase subunit [Source:HGNC Symbol;Acc:HGNC:26956]"
"1606","PLPP5","ENSG00000147535","1606.1.1","ENSMICG00000042115","ENSMICG00000042115",""
"1607","COMT","ENSG00000093010","1607.1.1","COMT","ENSMICG00000015309","catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]"
"1608","CNOT3","ENSG00000088038","1608.1.1","CNOT3","ENSMICG00000002370","CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]"
"1609","KHDC4","ENSG00000132680","1609.1.1","KHDC4","ENSMICG00000002202","KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]"
"1610","DHCR7","ENSG00000172893","1610.1.1","DHCR7","ENSMICG00000017094","7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]"
"1611","TOB2","ENSG00000183864","1611.1.1","TOB2","ENSMICG00000044468","transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]"
"1612","GPR146","ENSG00000164849","1612.1.1","GPR146","ENSMICG00000002101","G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]"
"1613","SERAC1","ENSG00000122335","1613.1.1","SERAC1","ENSMICG00000015831","serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]"
"1614","SLC22A4","ENSG00000197208","1614.1.1","N/A","N/A","N/A"
