"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1614","SLC22A4","ENSG00000197208","1614.1.2","ENSDARG00000019713","ENSDARG00000019713",""
"1614","SLC22A4","ENSG00000197208","1614.1.3","si:dkey-166k12.1","ENSDARG00000054690","si:dkey-166k12.1 [Source:ZFIN;Acc:ZDB-GENE-120215-78]"
"1614","SLC22A4","ENSG00000197208","1614.1.4","si:dkey-119m7.4","ENSDARG00000071049","si:dkey-119m7.4 [Source:ZFIN;Acc:ZDB-GENE-040724-70]"
"1614","SLC22A4","ENSG00000197208","1614.1.5","ENSDARG00000096654","ENSDARG00000096654",""
"1615","STX16","ENSG00000124222","1615.1.1","stx16","ENSDARG00000003307","syntaxin 16 [Source:ZFIN;Acc:ZDB-GENE-060810-113]"
"1616","SH3BGRL3","ENSG00000142669","1616.1.1","sh3bgrl3","ENSDARG00000098075","SH3 domain binding glutamate-rich protein like 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1059]"
"1617","NFIL3","ENSG00000165030","1617.1.1","nfil3","ENSDARG00000042977","nuclear factor, interleukin 3 regulated [Source:ZFIN;Acc:ZDB-GENE-040822-28]"
"1618","HEXIM2","ENSG00000168517","1618.1.1","hexim1","ENSDARG00000036482","HEXIM P-TEFb complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4637]"
"1619","GABARAP","ENSG00000170296","1619.1.1","N/A","N/A","N/A"
"1620","LRIF1","ENSG00000121931","1620.1.1","lrif1","ENSDARG00000069696","ligand dependent nuclear receptor interacting factor 1 [Source:ZFIN;Acc:ZDB-GENE-081104-202]"
"1621","PSPC1","ENSG00000121390","1621.1.1","pspc1","ENSDARG00000006621","paraspeckle component 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9530]"
"1622","CPSF2","ENSG00000165934","1622.1.1","cpsf2","ENSDARG00000028971","cleavage and polyadenylation specific factor 2 [Source:ZFIN;Acc:ZDB-GENE-040718-79]"
"1623","MED18","ENSG00000130772","1623.1.1","med18","ENSDARG00000041237","mediator of RNA polymerase II transcription, subunit 18 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1276]"
"1624","USP48","ENSG00000090686","1624.1.1","usp48","ENSDARG00000090301","ubiquitin specific peptidase 48 [Source:ZFIN;Acc:ZDB-GENE-050522-197]"
"1625","HECTD1","ENSG00000092148","1625.1.1","hectd1","ENSDARG00000054213","HECT domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030616-153]"
"1626","ESCO1","ENSG00000141446","1626.1.1","esco1","ENSDARG00000077057","establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-130530-818]"
"1627","VOPP1","ENSG00000154978","1627.1.1","vopp1a","ENSDARG00000038979","VOPP1 WW domain binding protein a [Source:ZFIN;Acc:ZDB-GENE-070912-476]"
"1627","VOPP1","ENSG00000154978","1627.1.2","vopp1b","ENSDARG00000076373","VOPP1 WW domain binding protein b [Source:ZFIN;Acc:ZDB-GENE-091204-64]"
"1628","PRXL2B","ENSG00000157870","1628.1.1","N/A","N/A","N/A"
"1629","UGCG","ENSG00000148154","1629.1.1","ugcg","ENSDARG00000058221","UDP-glucose ceramide glucosyltransferase [Source:ZFIN;Acc:ZDB-GENE-030131-9885]"
"1630","PCYT1A","ENSG00000161217","1630.1.1","pcyt1ab","ENSDARG00000004492","phosphate cytidylyltransferase 1A, choline b [Source:ZFIN;Acc:ZDB-GENE-050522-114]"
"1630","PCYT1A","ENSG00000161217","1630.1.2","pcyt1aa","ENSDARG00000011233","phosphate cytidylyltransferase 1A, choline a [Source:ZFIN;Acc:ZDB-GENE-050417-108]"
"1631","CASP7","ENSG00000165806","1631.1.1","casp7","ENSDARG00000091836","caspase 7, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-050522-506]"
"1632","PTBP3","ENSG00000119314","1632.1.1","ptbp3","ENSDARG00000043757","polypyrimidine tract binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-091116-1]"
"1633","GADD45G","ENSG00000130222","1633.1.1","gadd45gb.1","ENSDARG00000016725","growth arrest and DNA-damage-inducible, gamma b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2321]"
"1633","GADD45G","ENSG00000130222","1633.1.2","gadd45ga","ENSDARG00000019417","growth arrest and DNA-damage-inducible, gamma a [Source:ZFIN;Acc:ZDB-GENE-040426-1882]"
"1633","GADD45G","ENSG00000130222","1633.1.3","GADD45G","ENSDARG00000113103","growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]"
"1634","CENPU","ENSG00000151725","1634.1.1","cenpu","ENSDARG00000088924","centromere protein U [Source:ZFIN;Acc:ZDB-GENE-141215-72]"
"1635","RASA1","ENSG00000145715","1635.1.1","rasa1a","ENSDARG00000035535","RAS p21 protein activator (GTPase activating protein) 1a [Source:ZFIN;Acc:ZDB-GENE-030131-4694]"
"1635","RASA1","ENSG00000145715","1635.1.2","rasa1b","ENSDARG00000073665","RAS p21 protein activator (GTPase activating protein) 1b [Source:ZFIN;Acc:ZDB-GENE-090311-50]"
"1636","ATF3","ENSG00000162772","1636.1.1","atf3","ENSDARG00000007823","activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728]"
"1637","INAFM1","ENSG00000257704","1637.1.1","N/A","N/A","N/A"
"1638","PI4K2A","ENSG00000155252","1638.1.1","pi4k2a","ENSDARG00000033666","phosphatidylinositol 4-kinase type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-040426-2675]"
"1639","IER5","ENSG00000162783","1639.1.1","ier5","ENSDARG00000009881","immediate early response 5 [Source:ZFIN;Acc:ZDB-GENE-030616-127]"
"1640","MTR","ENSG00000116984","1640.1.1","mtr","ENSDARG00000104906","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:ZFIN;Acc:ZDB-GENE-031001-5]"
"1641","GSPT1","ENSG00000103342","1641.1.1","gspt1","ENSDARG00000031048","G1 to S phase transition 1 [Source:ZFIN;Acc:ZDB-GENE-040822-36]"
"1641","GSPT1","ENSG00000103342","1641.1.2","gspt1l","ENSDARG00000098627","G1 to S phase transition 1, like [Source:ZFIN;Acc:ZDB-GENE-030131-4009]"
"1642","SFT2D2","ENSG00000213064","1642.1.1","sft2d2a","ENSDARG00000070746","SFT2 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-050227-13]"
"1642","SFT2D2","ENSG00000213064","1642.1.2","sft2d2b","ENSDARG00000071159","SFT2 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-050522-336]"
"1643","PDLIM2","ENSG00000120913","1643.1.1","pdlim2","ENSDARG00000069956","PDZ and LIM domain 2 (mystique) [Source:ZFIN;Acc:ZDB-GENE-070308-4]"
"1644","NUDT3","ENSG00000272325","1644.1.1","nudt3a","ENSDARG00000016256","nudix (nucleoside diphosphate linked moiety X)-type motif 3a [Source:ZFIN;Acc:ZDB-GENE-040426-792]"
"1644","NUDT3","ENSG00000272325","1644.1.2","nudt3b","ENSDARG00000042123","nudix (nucleoside diphosphate linked moiety X)-type motif 3b [Source:ZFIN;Acc:ZDB-GENE-041010-128]"
"1645","NDEL1","ENSG00000166579","1645.1.1","N/A","N/A","N/A"
"1646","GAK","ENSG00000178950","1646.1.1","gak","ENSDARG00000090654","cyclin G associated kinase [Source:ZFIN;Acc:ZDB-GENE-041210-358]"
"1647","SPP1","ENSG00000118785","1647.1.1","N/A","N/A","N/A"
"1648","IMPA2","ENSG00000141401","1648.1.1","impa2","ENSDARG00000059411","inositol monophosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-349]"
"1649","PICALM","ENSG00000073921","1649.1.1","picalma","ENSDARG00000012866","phosphatidylinositol binding clathrin assembly protein a [Source:ZFIN;Acc:ZDB-GENE-040426-761]"
"1649","PICALM","ENSG00000073921","1649.1.2","picalmb","ENSDARG00000014137","phosphatidylinositol binding clathrin assembly protein b [Source:ZFIN;Acc:ZDB-GENE-030131-6795]"
"1650","PCCA","ENSG00000175198","1650.1.1","pcca","ENSDARG00000028982","propionyl-CoA carboxylase subunit alpha [Source:ZFIN;Acc:ZDB-GENE-040718-246]"
"1651","ARL2BP","ENSG00000102931","1651.1.1","arl2bp","ENSDARG00000025383","ADP-ribosylation factor-like 2 binding protein [Source:ZFIN;Acc:ZDB-GENE-040426-1604]"
"1652","TIMM17A","ENSG00000134375","1652.1.1","timm17a","ENSDARG00000029510","translocase of inner mitochondrial membrane 17 homolog A (yeast) [Source:ZFIN;Acc:ZDB-GENE-031030-6]"
"1653","TAPBP","ENSG00000231925","1653.1.1","tapbp.2","ENSDARG00000045011","TAP binding protein (tapasin), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-060503-136]"
"1653","TAPBP","ENSG00000231925","1653.1.2","tapbp.1","ENSDARG00000079402","TAP binding protein (tapasin), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-010110-2]"
"1654","UNG","ENSG00000076248","1654.1.1","ungb","ENSDARG00000094922","uracil DNA glycosylase b [Source:ZFIN;Acc:ZDB-GENE-070705-360]"
"1655","CCSAP","ENSG00000154429","1655.1.1","ccsapa","ENSDARG00000025325","centriole, cilia and spindle-associated protein a [Source:ZFIN;Acc:ZDB-GENE-111116-1]"
"1655","CCSAP","ENSG00000154429","1655.1.2","ccsapb","ENSDARG00000040085","centriole, cilia and spindle-associated protein b [Source:ZFIN;Acc:ZDB-GENE-081107-51]"
"1656","MEX3B","ENSG00000183496","1656.1.1","mex3b","ENSDARG00000058369","mex-3 RNA binding family member B [Source:ZFIN;Acc:ZDB-GENE-030131-2628]"
"1657","TSC22D1","ENSG00000102804","1657.1.1","tsc22d1","ENSDARG00000038306","TSC22 domain family, member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7785]"
"1658","ECPAS","ENSG00000136813","1658.1.1","ecpas","ENSDARG00000061952","Ecm29 proteasome adaptor and scaffold [Source:ZFIN;Acc:ZDB-GENE-061207-66]"
"1659","EML6","ENSG00000214595","1659.1.1","EML6","ENSDARG00000102755","EMAP like 6 [Source:HGNC Symbol;Acc:HGNC:35412]"
"1660","KLHL21","ENSG00000162413","1660.1.1","klhl21","ENSDARG00000039255","kelch-like family member 21 [Source:ZFIN;Acc:ZDB-GENE-040426-2627]"
"1661","DMAC2L","ENSG00000125375","1661.1.1","dmac2l","ENSDARG00000012072","distal membrane arm assembly component 2 like [Source:ZFIN;Acc:ZDB-GENE-040426-959]"
"1662","PLPBP","ENSG00000147471","1662.1.1","plpbp","ENSDARG00000060288","pyridoxal phosphate binding protein [Source:ZFIN;Acc:ZDB-GENE-030131-1378]"
"1663","SERINC3","ENSG00000132824","1663.1.1","SERINC3","ENSDARG00000086133","serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]"
"1663","SERINC3","ENSG00000132824","1663.1.2","ENSDARG00000111669","ENSDARG00000111669",""
"1664","KPNA4","ENSG00000186432","1664.1.1","kpna4","ENSDARG00000023190","karyopherin alpha 4 (importin alpha 3) [Source:ZFIN;Acc:ZDB-GENE-030131-5584]"
"1665","RASSF5","ENSG00000266094","1665.1.1","rassf5","ENSDARG00000070601","Ras association domain family member 5 [Source:ZFIN;Acc:ZDB-GENE-141219-8]"
"1666","GPR155","ENSG00000163328","1666.1.1","gpr155b","ENSDARG00000071086","G protein-coupled receptor 155b [Source:ZFIN;Acc:ZDB-GENE-110815-2]"
"1666","GPR155","ENSG00000163328","1666.1.2","gpr155a","ENSDARG00000090804","G protein-coupled receptor 155a [Source:ZFIN;Acc:ZDB-GENE-100922-89]"
"1667","XPA","ENSG00000136936","1667.1.1","xpa","ENSDARG00000038114","xeroderma pigmentosum, complementation group A [Source:ZFIN;Acc:ZDB-GENE-040426-1205]"
"1668","RAF1","ENSG00000132155","1668.1.1","raf1b","ENSDARG00000059406","Raf-1 proto-oncogene, serine/threonine kinase b [Source:ZFIN;Acc:ZDB-GENE-090826-2]"
"1668","RAF1","ENSG00000132155","1668.1.2","raf1a","ENSDARG00000096415","Raf-1 proto-oncogene, serine/threonine kinase a [Source:ZFIN;Acc:ZDB-GENE-990415-41]"
"1668","RAF1","ENSG00000132155","1668.1.3","ENSDARG00000102328","ENSDARG00000102328",""
"1669","GSN","ENSG00000148180","1669.1.1","gsna","ENSDARG00000011459","gelsolin a [Source:ZFIN;Acc:ZDB-GENE-030131-9653]"
"1669","GSN","ENSG00000148180","1669.1.2","gsnb","ENSDARG00000045262","gelsolin b [Source:ZFIN;Acc:ZDB-GENE-030131-8567]"
"1670","KLF16","ENSG00000129911","1670.1.1","klf13","ENSDARG00000061368","Kruppel like factor 13 [Source:ZFIN;Acc:ZDB-GENE-060929-1274]"
"1670","KLF16","ENSG00000129911","1670.1.2","zgc:153115","ENSDARG00000069342","zgc:153115 [Source:ZFIN;Acc:ZDB-GENE-061013-418]"
"1671","PHLDA1","ENSG00000139289","1671.1.1","phlda1","ENSDARG00000099129","pleckstrin homology-like domain, family A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041010-103]"
"1672","RAB11A","ENSG00000103769","1672.1.1","rab11a","ENSDARG00000041450","RAB11a, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-041114-53]"
"1673","AKNA","ENSG00000106948","1673.1.1","akna","ENSDARG00000087110","AT-hook transcription factor [Source:ZFIN;Acc:ZDB-GENE-091204-170]"
"1674","CYLD","ENSG00000083799","1674.1.1","cyld","ENSDARG00000060058","cylindromatosis (turban tumor syndrome) [Source:ZFIN;Acc:ZDB-GENE-061108-2]"
"1675","ANXA7","ENSG00000138279","1675.1.1","N/A","N/A","N/A"
"1676","APAF1","ENSG00000120868","1676.1.1","apaf1","ENSDARG00000021239","apoptotic peptidase activating factor 1 [Source:ZFIN;Acc:ZDB-GENE-000616-4]"
"1677","HINT3","ENSG00000111911","1677.1.1","hint3","ENSDARG00000074286","histidine triad nucleotide binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-100922-168]"
"1678","SLC25A38","ENSG00000144659","1678.1.1","slc25a38a","ENSDARG00000059805","solute carrier family 25 member 38a [Source:ZFIN;Acc:ZDB-GENE-060929-320]"
"1678","SLC25A38","ENSG00000144659","1678.1.2","slc25a38b","ENSDARG00000074533","solute carrier family 25 member 38b [Source:ZFIN;Acc:ZDB-GENE-110214-1]"
"1679","RBM47","ENSG00000163694","1679.1.1","rbm47","ENSDARG00000061985","RNA binding motif protein 47 [Source:ZFIN;Acc:ZDB-GENE-030131-9612]"
"1680","SSR3","ENSG00000114850","1680.1.1","ssr3","ENSDARG00000014165","signal sequence receptor, gamma [Source:ZFIN;Acc:ZDB-GENE-030131-9134]"
"1681","PIK3CD","ENSG00000171608","1681.1.1","pik3cd","ENSDARG00000003250","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta [Source:ZFIN;Acc:ZDB-GENE-040426-1128]"
"1682","EFR3A","ENSG00000132294","1682.1.1","efr3a","ENSDARG00000005163","EFR3 homolog A (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1681]"
"1683","CEP164","ENSG00000110274","1683.1.1","N/A","N/A","N/A"
"1684","C17ORF49","ENSG00000258315","1684.1.1","C10H17orf49","ENSDARG00000015161","zgc:92664 [Source:ZFIN;Acc:ZDB-GENE-040718-119]"
"1684","C17ORF49","ENSG00000258315","1684.1.2","C10H17orf49","ENSDARG00000099273","zgc:103508 [Source:ZFIN;Acc:ZDB-GENE-041212-28]"
"1685","TRNAU1AP","ENSG00000180098","1685.1.1","trnau1apa","ENSDARG00000101323","tRNA selenocysteine 1 associated protein 1a [Source:ZFIN;Acc:ZDB-GENE-050522-502]"
"1686","MVB12A","ENSG00000141971","1686.1.1","ENSDARG00000099741","ENSDARG00000099741",""
"1687","GPR157","ENSG00000180758","1687.1.1","gpr157","ENSDARG00000034975","G protein-coupled receptor 157 [Source:ZFIN;Acc:ZDB-GENE-050809-126]"
"1688","NT5DC1","ENSG00000178425","1688.1.1","nt5dc1","ENSDARG00000006797","5'-nucleotidase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8274]"
"1689","RALGPS2","ENSG00000116191","1689.1.1","ralgps2","ENSDARG00000026519","Ral GEF with PH domain and SH3 binding motif 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1212]"
"1690","FMNL3","ENSG00000161791","1690.1.1","fmnl3","ENSDARG00000004372","formin-like 3 [Source:ZFIN;Acc:ZDB-GENE-030131-1571]"
"1691","H6PD","ENSG00000049239","1691.1.1","h6pd","ENSDARG00000060153","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:ZFIN;Acc:ZDB-GENE-110408-60]"
"1692","UGP2","ENSG00000169764","1692.1.1","ugp2a","ENSDARG00000005578","UDP-glucose pyrophosphorylase 2a [Source:ZFIN;Acc:ZDB-GENE-090311-46]"
"1692","UGP2","ENSG00000169764","1692.1.2","ugp2b","ENSDARG00000008200","UDP-glucose pyrophosphorylase 2b [Source:ZFIN;Acc:ZDB-GENE-030131-6352]"
"1693","CUTC","ENSG00000119929","1693.1.1","cutc","ENSDARG00000077306","cutC copper transporter homolog (E. coli) [Source:ZFIN;Acc:ZDB-GENE-041010-144]"
"1694","RAB21","ENSG00000080371","1694.1.1","rab21","ENSDARG00000100752","RAB21, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-060929-1062]"
"1695","MYL12B","ENSG00000118680","1695.1.1","myl12.2","ENSDARG00000025326","myosin, light chain 12, genome duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9028]"
"1696","POLG2","ENSG00000256525","1696.1.1","polg2","ENSDARG00000074933","polymerase (DNA directed), gamma 2, accessory subunit [Source:ZFIN;Acc:ZDB-GENE-060810-116]"
"1697","PRKCD","ENSG00000163932","1697.1.1","prkcda","ENSDARG00000009208","protein kinase C, delta a [Source:ZFIN;Acc:ZDB-GENE-030131-6503]"
"1697","PRKCD","ENSG00000163932","1697.1.2","prkcdb","ENSDARG00000070651","protein kinase C, delta b [Source:ZFIN;Acc:ZDB-GENE-111129-1]"
"1698","RIT1","ENSG00000143622","1698.1.1","rit1","ENSDARG00000069150","Ras-like without CAAX 1 [Source:ZFIN;Acc:ZDB-GENE-070912-329]"
"1699","HLA-A","ENSG00000206503","1699.1.1","N/A","N/A","N/A"
"1700","SRD5A3","ENSG00000128039","1700.1.1","srd5a3","ENSDARG00000043307","steroid 5 alpha-reductase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-7915]"
"1701","SNRPC","ENSG00000124562","1701.1.1","snrpc","ENSDARG00000009871","small nuclear ribonucleoprotein polypeptide C [Source:ZFIN;Acc:ZDB-GENE-020419-26]"
"1702","TGFBRAP1","ENSG00000135966","1702.1.1","tgfbrap1","ENSDARG00000061508","transforming growth factor, beta receptor associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-070410-66]"
"1703","RAC1","ENSG00000129538","1703.1.1","N/A","N/A","N/A"
"1703","RAC1","ENSG00000136238","1703.2.1","rac1a","ENSDARG00000074849","Rac family small GTPase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-5415]"
"1703","RAC1","ENSG00000136238","1703.2.2","rac1b","ENSDARG00000087954","Rac family small GTPase 1b [Source:ZFIN;Acc:ZDB-GENE-060312-45]"
"1703","RAC1","ENSG00000136238","1703.2.3","RAC1","ENSDARG00000099506","Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]"
"1704","DSTN","ENSG00000125868","1704.1.1","N/A","N/A","N/A"
"1705","STAB1","ENSG00000010327","1705.1.1","stab1","ENSDARG00000076484","stabilin 1 [Source:ZFIN;Acc:ZDB-GENE-050208-554]"
"1706","DEPDC1B","ENSG00000035499","1706.1.1","ENSDARG00000099541","ENSDARG00000099541",""
"1707","TCERG1","ENSG00000113649","1707.1.1","tcerg1a","ENSDARG00000098822","transcription elongation regulator 1a (CA150) [Source:ZFIN;Acc:ZDB-GENE-030131-1791]"
"1708","NRM","ENSG00000137404","1708.1.1","nrm","ENSDARG00000063690","nurim [Source:ZFIN;Acc:ZDB-GENE-060503-445]"
"1709","TREM2","ENSG00000095970","1709.1.1","N/A","N/A","N/A"
"1710","CLEC12A","ENSG00000172322","1710.1.1","si:ch211-193e13.5","ENSDARG00000052656","si:ch211-193e13.5 [Source:ZFIN;Acc:ZDB-GENE-081104-158]"
"1710","CLEC12A","ENSG00000172322","1710.1.2","ENSDARG00000074732","ENSDARG00000074732",""
"1710","CLEC12A","ENSG00000172322","1710.1.3","si:dkey-26c10.5","ENSDARG00000088023","si:dkey-26c10.5 [Source:ZFIN;Acc:ZDB-GENE-060607-13]"
"1710","CLEC12A","ENSG00000172322","1710.1.4","si:ch211-170d8.8","ENSDARG00000090945","si:ch211-170d8.8 [Source:ZFIN;Acc:ZDB-GENE-110411-272]"
"1711","TMEM97","ENSG00000109084","1711.1.1","tmem97","ENSDARG00000040553","transmembrane protein 97 [Source:ZFIN;Acc:ZDB-GENE-110627-1]"
"1712","HYAL2","ENSG00000068001","1712.1.1","hyal2a","ENSDARG00000059931","hyaluronidase 2a [Source:ZFIN;Acc:ZDB-GENE-131121-41]"
"1712","HYAL2","ENSG00000068001","1712.1.2","HYAL2","ENSDARG00000062997","hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]"
"1713","AFG1L","ENSG00000135537","1713.1.1","afg1la","ENSDARG00000011466","AFG1 like ATPase a [Source:ZFIN;Acc:ZDB-GENE-091006-2]"
"1714","NPTN","ENSG00000156642","1714.1.1","nptnb","ENSDARG00000043864","neuroplastin b [Source:ZFIN;Acc:ZDB-GENE-040426-1821]"
"1714","NPTN","ENSG00000156642","1714.1.2","nptna","ENSDARG00000103002","neuroplastin a [Source:ZFIN;Acc:ZDB-GENE-030804-7]"
"1715","ADIPOR2","ENSG00000006831","1715.1.1","adipor2","ENSDARG00000101849","adiponectin receptor 2 [Source:ZFIN;Acc:ZDB-GENE-041210-60]"
"1716","VPS13B","ENSG00000132549","1716.1.1","ENSDARG00000100043","ENSDARG00000100043",""
"1717","SRR","ENSG00000167720","1717.1.1","N/A","N/A","N/A"
"1718","IER2","ENSG00000160888","1718.1.1","ier2b","ENSDARG00000086881","immediate early response 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8244]"
"1719","GABPB2","ENSG00000143458","1719.1.1","gabpb2b","ENSDARG00000054344","GA binding protein transcription factor subunit beta 2b [Source:ZFIN;Acc:ZDB-GENE-050208-136]"
"1720","CMPK1","ENSG00000162368","1720.1.1","N/A","N/A","N/A"
"1721","MDM2","ENSG00000135679","1721.1.1","mdm2","ENSDARG00000033443","MDM2 proto-oncogene [Source:ZFIN;Acc:ZDB-GENE-990415-153]"
"1722","GDI2","ENSG00000057608","1722.1.1","gdi2","ENSDARG00000005451","GDP dissociation inhibitor 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2485]"
"1723","ARHGAP10","ENSG00000071205","1723.1.1","arhgap10","ENSDARG00000078326","Rho GTPase activating protein 10 [Source:ZFIN;Acc:ZDB-GENE-060512-221]"
"1724","SOAT1","ENSG00000057252","1724.1.1","soat1","ENSDARG00000062297","sterol O-acyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-081105-177]"
"1725","NUAK2","ENSG00000163545","1725.1.1","NUAK2","ENSDARG00000063661","NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]"
"1726","ARL11","ENSG00000152213","1726.1.1","N/A","N/A","N/A"
"1727","INPP4A","ENSG00000040933","1727.1.1","inpp4aa","ENSDARG00000063352","inositol polyphosphate-4-phosphatase type I Aa [Source:ZFIN;Acc:ZDB-GENE-060312-5]"
"1727","INPP4A","ENSG00000040933","1727.1.2","inpp4ab","ENSDARG00000070995","inositol polyphosphate-4-phosphatase type I Ab [Source:ZFIN;Acc:ZDB-GENE-081104-521]"
"1728","ARID5A","ENSG00000196843","1728.1.1","N/A","N/A","N/A"
"1729","PLEC","ENSG00000178209","1729.1.1","N/A","N/A","N/A"
"1730","HERC4","ENSG00000148634","1730.1.1","herc4","ENSDARG00000059936","HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:ZFIN;Acc:ZDB-GENE-070801-1]"
"1731","TMPO","ENSG00000120802","1731.1.1","tmpoa","ENSDARG00000007315","thymopoietin a [Source:ZFIN;Acc:ZDB-GENE-030131-6003]"
"1731","TMPO","ENSG00000120802","1731.1.2","tmpob","ENSDARG00000022978","thymopoietin b [Source:ZFIN;Acc:ZDB-GENE-050522-8]"
"1732","MFHAS1","ENSG00000147324","1732.1.1","mfhas1","ENSDARG00000079104","multifunctional ROCO family signaling regulator 1 [Source:ZFIN;Acc:ZDB-GENE-080917-20]"
"1733","SNX3","ENSG00000112335","1733.1.1","snx3","ENSDARG00000008678","sorting nexin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-921]"
"1734","BCL7B","ENSG00000106635","1734.1.1","bcl7bb","ENSDARG00000040396","BAF chromatin remodeling complex subunit BCL7B b [Source:ZFIN;Acc:ZDB-GENE-010328-17]"
"1734","BCL7B","ENSG00000106635","1734.1.2","bcl7ba","ENSDARG00000111877","BAF chromatin remodeling complex subunit BCL7B a [Source:ZFIN;Acc:ZDB-GENE-040426-2193]"
"1735","YEATS4","ENSG00000127337","1735.1.1","yeats4","ENSDARG00000045874","YEATS domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040718-252]"
"1736","KIF5B","ENSG00000170759","1736.1.1","kif5ba","ENSDARG00000074131","kinesin family member 5B, a [Source:ZFIN;Acc:ZDB-GENE-070629-2]"
"1736","KIF5B","ENSG00000170759","1736.1.2","kif5bb","ENSDARG00000103394","kinesin family member 5B, b [Source:ZFIN;Acc:ZDB-GENE-070629-4]"
"1737","ZFHX3","ENSG00000140836","1737.1.1","zfhx3b","ENSDARG00000103057","zinc finger homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-030131-7577]"
"1738","GCHFR","ENSG00000137880","1738.1.1","gchfr","ENSDARG00000098588","GTP cyclohydrolase I feedback regulator [Source:ZFIN;Acc:ZDB-GENE-040426-1731]"
"1739","ABTB2","ENSG00000166016","1739.1.1","abtb2a","ENSDARG00000059751","ankyrin repeat and BTB (POZ) domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-100422-13]"
"1739","ABTB2","ENSG00000166016","1739.1.2","abtb2b","ENSDARG00000062000","ankyrin repeat and BTB (POZ) domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-100422-14]"
"1740","LMBR1L","ENSG00000139636","1740.1.1","lmbr1l","ENSDARG00000004745","limb development membrane protein 1-like [Source:ZFIN;Acc:ZDB-GENE-030131-9906]"
"1741","DAB2","ENSG00000153071","1741.1.1","dab2","ENSDARG00000031761","DAB adaptor protein 2 [Source:ZFIN;Acc:ZDB-GENE-040303-1]"
"1741","DAB2","ENSG00000153071","1741.1.2","DAB2","ENSDARG00000053091","si:ch211-204c21.1 [Source:ZFIN;Acc:ZDB-GENE-030429-35]"
"1742","MPV17L2","ENSG00000254858","1742.1.1","mpv17l2","ENSDARG00000056367","MPV17 mitochondrial inner membrane protein like 2 [Source:ZFIN;Acc:ZDB-GENE-040718-306]"
"1743","PRKCE","ENSG00000171132","1743.1.1","prkcea","ENSDARG00000003008","protein kinase C, epsilon a [Source:ZFIN;Acc:ZDB-GENE-030131-8191]"
"1743","PRKCE","ENSG00000171132","1743.1.2","prkceb","ENSDARG00000069928","protein kinase C, epsilon b [Source:ZFIN;Acc:ZDB-GENE-081028-47]"
"1744","C19ORF47","ENSG00000160392","1744.1.1","C18H19orf47","ENSDARG00000020611","si:ch211-160d20.3 [Source:ZFIN;Acc:ZDB-GENE-030131-8906]"
